input,output,name,grade
latex2nemeth: e\superscript-b 5 \superscript-e,⠇⠩⠑⠘⠢⠐⠇⠱,Exponential,High
latex2nemeth: 10\superscript-b 38 \superscript-e,⠇⠩⠼⠂⠴⠘⠒⠦⠐⠇⠱,Exponential Equation,High
latex2nemeth: \frac-b 4 \frac-separator 1 \frac-e \div \frac-b 1 \frac-separator 1 \frac-e \div \frac-b 1 \frac-separator 9 \frac-e \div \frac-b 1 \frac-separator 3 \frac-e,⠇⠩⠹⠲⠌⠂⠼⠨⠌⠹⠂⠌⠂⠼⠨⠌⠹⠂⠌⠔⠼⠨⠌⠹⠂⠌⠒⠼⠇⠱,Division Fractions,Middle
latex2nemeth: i + -5 = 73,⠇⠩⠊⠬⠤⠼⠢⠨⠨⠼⠶⠒⠇⠱,Variable Expression,Middle
latex2nemeth: -1 \leq z < 3,⠇⠩⠤⠼⠂ ⠐⠅⠱ ⠵ ⠐⠅ ⠼⠒⠇⠱,Compound Inequality,High
latex2nemeth: 2n\superscript-b 3 \superscript-e + -3n\superscript-b 2 \superscript-e + 4n + 1 = 0,⠇⠩⠼⠆⠝⠘⠒⠐⠬⠤⠼⠒⠝⠘⠆⠐⠬⠼⠲⠝⠬⠼⠂⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: -65 \mixedfrac-b 9 \frac-separator 12 \mixedfrac-e,⠇⠩⠤⠼⠖⠢⠸⠹⠔⠌⠂⠆⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: 3445 \div 65,⠇⠩⠼⠒⠲⠲⠢⠨⠌⠼⠖⠢⠇⠱,Division,Elementary
latex2nemeth: 45.59 + 60.95 + 21.72 + 95.14,⠇⠩⠼⠲⠢⠨⠢⠔⠬⠼⠖⠴⠨⠔⠢⠬⠼⠆⠂⠨⠶⠆⠬⠼⠔⠢⠨⠂⠲⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: -93 + -93,⠇⠩⠤⠼⠔⠒⠬⠤⠼⠔⠒⠇⠱,Addition,Elementary
latex2nemeth: 2976 \div 31,⠇⠩⠼⠆⠔⠶⠖⠨⠌⠼⠒⠂⠇⠱,Division,Elementary
latex2nemeth: \frac-b 5 \frac-separator 8 \frac-e \times \frac-b 9 \frac-separator 4 \frac-e \times \frac-b 4 \frac-separator 3 \frac-e \times \frac-b 1 \frac-separator 1 \frac-e,⠇⠩⠹⠢⠌⠦⠼⠈⠡⠹⠔⠌⠲⠼⠈⠡⠹⠲⠌⠒⠼⠈⠡⠹⠂⠌⠂⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: -35 - -12,⠇⠩⠤⠼⠒⠢⠤⠤⠼⠂⠆⠇⠱,Subtraction,Elementary
latex2nemeth: -79246,⠇⠩⠤⠼⠶⠔⠆⠲⠖⠇⠱,Large Numbers,Middle
latex2nemeth: J \div t \div o \div V,⠇⠩⠠⠚⠨⠌⠞⠨⠌⠕⠨⠌⠠⠧⠇⠱,Division Variables,Middle
latex2nemeth: 903.5,⠇⠩⠼⠔⠴⠒⠨⠢⠇⠱,Decimal Single,Elementary
latex2nemeth: 18Z\superscript-b 2 \superscript-e + -38Z + 70,⠇⠩⠼⠂⠦⠠⠵⠘⠆⠐⠬⠤⠼⠒⠦⠠⠵⠬⠼⠶⠴⠇⠱,Quadratic Equations,High
latex2nemeth: 11.61 - 56.32 - 48.38 - 44.56,⠇⠩⠼⠂⠂⠨⠖⠂⠤⠼⠢⠖⠨⠒⠆⠤⠼⠲⠦⠨⠒⠦⠤⠼⠲⠲⠨⠢⠖⠇⠱,Multi-Term Subtraction Decimals,Elementary
latex2nemeth: -64 \times -31,⠇⠩⠤⠼⠖⠲⠈⠡⠤⠼⠒⠂⠇⠱,Multiplication,Elementary
latex2nemeth: |c - 5| > 6,⠇⠩⠳⠉⠤⠢⠳⠼⠖⠇⠱,Absolute Value Inequality,High
latex2nemeth: -77\superscript-b 929 \superscript-e,⠇⠩⠤⠼⠶⠶⠘⠔⠆⠔⠐⠇⠱,Power,Middle
latex2nemeth: 5 \times 1 \times 7 \times 7,⠇⠩⠼⠢⠈⠡⠼⠂⠈⠡⠼⠶⠈⠡⠼⠶⠇⠱,Multiplication Integers,Elementary
latex2nemeth: E,⠇⠩⠠⠑⠇⠱,Variables,Middle
latex2nemeth: 0a\superscript-b 2 \superscript-e + 32a + 79,⠇⠩⠼⠴⠁⠘⠆⠐⠬⠼⠒⠆⠁⠬⠼⠶⠔⠇⠱,Quadratic Equations,High
latex2nemeth: -69 \bmod 7,⠇⠩⠤⠼⠖⠔ ⠍⠕⠙ ⠼⠶⠇⠱,Modulus,Middle
latex2nemeth: \frac-b 61 \frac-separator 57 \frac-e,⠇⠩⠹⠖⠂⠌⠢⠶⠼⠇⠱,Fraction,Elementary
latex2nemeth: |Q - 3| < 8,⠇⠩⠳⠠⠟⠤⠒⠳⠼⠦⠇⠱,Absolute Value Inequality,High
latex2nemeth: 4.36 \times 7.82,⠇⠩⠼⠲⠨⠒⠖⠈⠡⠼⠶⠨⠦⠆⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: (i + 4)\superscript-b 2 \superscript-e - 5\superscript-b 2 \superscript-e = 0,⠇⠩⠷⠊⠬⠼⠲⠾⠘⠆⠐⠤⠼⠢⠘⠆⠐⠨⠨⠼⠴⠇⠱,Quadratic Completed Square,High
latex2nemeth: 6,⠇⠩⠼⠖⠇⠱,Single Digits,Elementary
latex2nemeth: -7896 \div 84,⠇⠩⠤⠼⠶⠦⠔⠖⠨⠌⠼⠦⠲⠇⠱,Division,Elementary
latex2nemeth: a + n + X + J,⠇⠩⠁⠬⠝⠬⠠⠭⠬⠠⠚⠇⠱,Addition Variables,Middle
latex2nemeth: 98!,⠇⠩⠼⠔⠦⠯⠇⠱,Factorial,Middle
"latex2nemeth: \int\subscript-b \infty \superscript-b \pi \superscript-e 1/x \, dx",⠇⠩⠮⠰⠿⠘⠨⠏⠐⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Improper Integral,High
latex2nemeth: -28 \times -10,⠇⠩⠤⠼⠆⠦⠈⠡⠤⠼⠂⠴⠇⠱,Multiplication,Elementary
latex2nemeth: 2.64 \times 8.81 \times 5.48 \times 3.0,⠇⠩⠼⠆⠨⠖⠲⠈⠡⠼⠦⠨⠦⠂⠈⠡⠼⠢⠨⠲⠦⠈⠡⠼⠒⠨⠴⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: 35.71 + 19.66,⠇⠩⠼⠒⠢⠨⠶⠂⠬⠼⠂⠔⠨⠖⠖⠇⠱,Decimal Addition,Elementary
latex2nemeth: 56 + 29 + 82 + 87,⠇⠩⠼⠢⠖⠬⠼⠆⠔⠬⠼⠦⠆⠬⠼⠦⠶⠇⠱,Addition Integers,Elementary
latex2nemeth: 10.52 + 94.9 + 78.9 + 3.96,⠇⠩⠼⠂⠴⠨⠢⠆⠬⠼⠔⠲⠨⠔⠬⠼⠶⠦⠨⠔⠬⠼⠒⠨⠔⠖⠇⠱,Multi-Term Addition Decimals,Elementary
latex2nemeth: \sinh(278\superscript-b \circ \superscript-e),⠇⠩⠎⠊⠝⠓ ⠷⠼⠆⠶⠦⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: \sqrt-b 28 \sqrt-e,⠇⠩⠜⠆⠦⠻⠇⠱,Root,Elementary
latex2nemeth: -65403,⠇⠩⠤⠼⠖⠢⠲⠴⠒⠇⠱,Large Numbers,Middle
latex2nemeth: \frac-b 5 \frac-separator 4 \frac-e - \frac-b 1 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 4 \frac-e - \frac-b 9 \frac-separator 10 \frac-e,⠇⠩⠹⠢⠌⠲⠼⠤⠹⠂⠌⠂⠼⠤⠹⠂⠌⠲⠼⠤⠹⠔⠌⠂⠴⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: 42\sqrt-b 850 \sqrt-e,⠇⠩⠼⠲⠆⠜⠦⠢⠴⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: 2.27 \times 8.99 \times 4.42 \times 7.81,⠇⠩⠼⠆⠨⠆⠶⠈⠡⠼⠦⠨⠔⠔⠈⠡⠼⠲⠨⠲⠆⠈⠡⠼⠶⠨⠦⠂⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: \Xi,⠇⠩⠨⠠⠭⠇⠱,Greek Letters,Middle
latex2nemeth: \frac-b 3 \frac-separator 1 \frac-e - \frac-b 8 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 1 \frac-e - \frac-b 4 \frac-separator 1 \frac-e,⠇⠩⠹⠒⠌⠂⠼⠤⠹⠦⠌⠂⠼⠤⠹⠂⠌⠂⠼⠤⠹⠲⠌⠂⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: \frac-b 5 \frac-separator 6 \frac-e + \frac-b 1 \frac-separator 1 \frac-e + \frac-b 1 \frac-separator 1 \frac-e + \frac-b 2 \frac-separator 5 \frac-e,⠇⠩⠹⠢⠌⠖⠼⠬⠹⠂⠌⠂⠼⠬⠹⠂⠌⠂⠼⠬⠹⠆⠌⠢⠼⠇⠱,Addition Fractions,Middle
latex2nemeth: 33 \geq 14,⠇⠩⠼⠒⠒ ⠨⠂⠱ ⠼⠂⠲⠇⠱,Inequality,Middle
latex2nemeth: \frac-b 5 \frac-separator 3 \frac-e + \frac-b 1 \frac-separator 2 \frac-e + \frac-b 10 \frac-separator 9 \frac-e + \frac-b 1 \frac-separator 1 \frac-e,⠇⠩⠹⠢⠌⠒⠼⠬⠹⠂⠌⠆⠼⠬⠹⠂⠴⠌⠔⠼⠬⠹⠂⠌⠂⠼⠇⠱,Addition Fractions,Middle
"latex2nemeth: \int\subscript-b \infty \superscript-b 1 \superscript-e 1/x \, dz",⠇⠩⠮⠰⠿⠘⠂⠐⠼⠂⠸⠌⠭⠀⠙⠵⠇⠱,Improper Integral,High
latex2nemeth: \frac-b -46 \frac-separator 38 \frac-e,⠇⠩⠹⠤⠲⠖⠌⠒⠦⠼⠇⠱,Fraction,Elementary
latex2nemeth: -2Y\superscript-b 3 \superscript-e + 1Y\superscript-b 2 \superscript-e + 0Y + 5 = 0,⠇⠩⠤⠼⠆⠠⠽⠘⠒⠐⠬⠼⠂⠠⠽⠘⠆⠐⠬⠼⠴⠠⠽⠬⠼⠢⠨⠨⠼⠴⠇⠱,Cubic Expanded,High
latex2nemeth: -43 \times -49,⠇⠩⠤⠼⠲⠒⠈⠡⠤⠼⠲⠔⠇⠱,Multiplication,Elementary
latex2nemeth: 493.592,⠇⠩⠼⠲⠔⠒⠨⠢⠔⠆⠇⠱,Decimal Triple,Elementary
latex2nemeth: |-70|,⠇⠩⠳⠤⠶⠴⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 9.24 \times 9.23 \times 7.83 \times 5.63,⠇⠩⠼⠔⠨⠆⠲⠈⠡⠼⠔⠨⠆⠒⠈⠡⠼⠶⠨⠦⠒⠈⠡⠼⠢⠨⠖⠒⠇⠱,Multi-Term Multiplication Decimals,Elementary
latex2nemeth: C \times B \times W \times o,⠇⠩⠠⠉⠈⠡⠠⠃⠈⠡⠠⠺⠈⠡⠕⠇⠱,Multiplication Variables,Middle
latex2nemeth: \frac-b d + 4 \frac-separator 7 \frac-e,⠇⠩⠹⠙⠬⠲⠌⠶⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: \rho,⠇⠩⠨⠗⠇⠱,Greek Letters,Middle
latex2nemeth: 7 \div 6 \div 5 \div 2,⠇⠩⠼⠶⠨⠌⠼⠖⠨⠌⠼⠢⠨⠌⠼⠆⠇⠱,Division Integers,Elementary
latex2nemeth: 5,⠇⠩⠼⠢⠇⠱,Single Digits,Elementary
latex2nemeth: 47 + 80 + 20 + 17,⠇⠩⠼⠲⠶⠬⠼⠦⠴⠬⠼⠆⠴⠬⠼⠂⠶⠇⠱,Addition Integers,Elementary
latex2nemeth: \sinh(157\superscript-b \circ \superscript-e),⠇⠩⠎⠊⠝⠓ ⠷⠼⠂⠢⠶⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: 807.130,⠇⠩⠼⠦⠴⠶⠨⠂⠒⠴⠇⠱,Decimal Triple,Elementary
latex2nemeth: e + D + F + O,⠇⠩⠑⠬⠠⠙⠬⠠⠋⠬⠠⠕⠇⠱,Addition Variables,Middle
latex2nemeth: 1B + 50 \geq -43,⠇⠩⠼⠂⠠⠃⠬⠼⠢⠴ ⠨⠂⠱ ⠤⠼⠲⠒⠇⠱,Variable Inequality,Middle
latex2nemeth: 7.99 \times 6.99,⠇⠩⠼⠶⠨⠔⠔⠈⠡⠼⠖⠨⠔⠔⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 2.8 \div 2.85 \div 7.59 \div 3.04,⠇⠩⠼⠆⠨⠦⠨⠌⠼⠆⠨⠦⠢⠨⠌⠼⠶⠨⠢⠔⠨⠌⠼⠒⠨⠴⠲⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 4 - 59 - 22 - 8,⠇⠩⠼⠲⠤⠼⠢⠔⠤⠼⠆⠆⠤⠼⠦⠇⠱,Subtraction Integers,Elementary
latex2nemeth: (I + 1)(I + 5) = 0,⠇⠩⠷⠠⠊⠬⠼⠂⠾⠷⠠⠊⠬⠼⠢⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: R + -21 = -38,⠇⠩⠠⠗⠬⠤⠼⠆⠂⠨⠨⠤⠼⠒⠦⠇⠱,Variable Expression,Middle
latex2nemeth: e - t - Y - v,⠇⠩⠑⠤⠞⠤⠠⠽⠤⠧⠇⠱,Subtraction Variables,Middle
latex2nemeth: Z \times u \times u \times W,⠇⠩⠠⠵⠈⠡⠥⠈⠡⠥⠈⠡⠠⠺⠇⠱,Multiplication Variables,Middle
latex2nemeth: \ln(39),⠇⠩⠇⠝⠷⠼⠒⠔⠾⠇⠱,Logarithm,High
latex2nemeth: \frac-b 2 \frac-separator 3 \frac-e - \frac-b 1 \frac-separator 5 \frac-e - \frac-b 3 \frac-separator 4 \frac-e - \frac-b 1 \frac-separator 4 \frac-e,⠇⠩⠹⠆⠌⠒⠼⠤⠹⠂⠌⠢⠼⠤⠹⠒⠌⠲⠼⠤⠹⠂⠌⠲⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: \frac-b 80 \frac-separator 31 \frac-e,⠇⠩⠹⠦⠴⠌⠒⠂⠼⠇⠱,Fraction,Elementary
latex2nemeth: 861.4,⠇⠩⠼⠦⠖⠂⠨⠲⠇⠱,Decimal Single,Elementary
latex2nemeth: 2 < t < 14,⠇⠩⠼⠆ ⠐⠅ ⠞ ⠐⠅ ⠼⠂⠲⠇⠱,Compound Inequality,High
latex2nemeth: 19\sqrt-b 8893 \sqrt-e,⠇⠩⠼⠂⠔⠜⠦⠦⠔⠒⠻⠇⠱,Surd with Coefficient,Middle
latex2nemeth: -46 \bmod 1,⠇⠩⠤⠼⠲⠖ ⠍⠕⠙ ⠼⠂⠇⠱,Modulus,Middle
latex2nemeth: \frac-b R + 9 \frac-separator 3 \frac-e \leq 6,⠇⠩⠹⠠⠗⠬⠔⠌⠒⠼ ⠐⠅⠱ ⠖⠇⠱,Fraction Inequality,High
latex2nemeth: 7.69 \times 3.06,⠇⠩⠼⠶⠨⠖⠔⠈⠡⠼⠒⠨⠴⠖⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: 7.21 \times 5.0,⠇⠩⠼⠶⠨⠆⠂⠈⠡⠼⠢⠨⠴⠇⠱,Decimal Multiplication,Elementary
latex2nemeth: n \times t \times H \times b,⠇⠩⠝⠈⠡⠞⠈⠡⠠⠓⠈⠡⠃⠇⠱,Multiplication Variables,Middle
latex2nemeth: A \div x \div T \div I,⠇⠩⠠⠁⠨⠌⠭⠨⠌⠠⠞⠨⠌⠠⠊⠇⠱,Division Variables,Middle
latex2nemeth: A \notin Y,⠇⠩⠠⠁ ⠌⠈⠑ ⠠⠽⠇⠱,Set Operations,Middle
latex2nemeth: -38 + 4,⠇⠩⠤⠼⠒⠦⠬⠼⠲⠇⠱,Addition,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b -\infty \superscript-e \ln x \, dx",⠇⠩⠮⠰⠿⠘⠤⠿⠐⠇⠝⠭⠀⠙⠭⠇⠱,Improper Integral,High
latex2nemeth: \sqrt-b 70 \sqrt-e,⠇⠩⠜⠶⠴⠻⠇⠱,Root,Elementary
latex2nemeth: 0,⠇⠩⠼⠴⠇⠱,Single Digits,Elementary
latex2nemeth: \sqrt-b 859 \sqrt-e,⠇⠩⠜⠦⠢⠔⠻⠇⠱,Square Root,Elementary
"latex2nemeth: \int\subscript-b \infty \superscript-b 0 \superscript-e e\superscript-b x \superscript-e \, dz",⠇⠩⠮⠰⠿⠘⠴⠐⠑⠘⠭⠐⠙⠵⠇⠱,Improper Integral,High
latex2nemeth: |-7|,⠇⠩⠳⠤⠶⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: 95 + 9 + 23 + 64,⠇⠩⠼⠔⠢⠬⠼⠔⠬⠼⠆⠒⠬⠼⠖⠲⠇⠱,Addition Integers,Elementary
latex2nemeth: .96,⠇⠩⠼⠨⠔⠖⠇⠱,Decimal starting with point,Elementary
latex2nemeth: \lambda,⠇⠩⠨⠇⠇⠱,Greek Letters,Middle
latex2nemeth: |-59|,⠇⠩⠳⠤⠢⠔⠳⠇⠱,Absolute Value,Elementary
"latex2nemeth: \int\subscript-b 1 \superscript-b 6 \superscript-e 1/x \, dx",⠇⠩⠮⠰⠂⠘⠖⠐⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Definite Integral,High
latex2nemeth: j\subscript-b 683 \subscript-e,⠇⠩⠚⠰⠖⠦⠒⠐⠇⠱,Subscripts,Middle
latex2nemeth: 651,⠇⠩⠼⠖⠢⠂⠇⠱,Three Digits,Elementary
latex2nemeth: \frac-b b + 5 \frac-separator 9 \frac-e \geq 17,⠇⠩⠹⠃⠬⠢⠌⠔⠼ ⠨⠂⠱ ⠂⠶⠇⠱,Fraction Inequality,High
latex2nemeth: .42,⠇⠩⠼⠨⠲⠆⠇⠱,Decimal starting with point,Elementary
latex2nemeth: \frac-b 2 \frac-separator 1 \frac-e - \frac-b 1 \frac-separator 4 \frac-e - \frac-b 1 \frac-separator 2 \frac-e - \frac-b 1 \frac-separator 1 \frac-e,⠇⠩⠹⠆⠌⠂⠼⠤⠹⠂⠌⠲⠼⠤⠹⠂⠌⠆⠼⠤⠹⠂⠌⠂⠼⠇⠱,Subtraction Fractions,Middle
latex2nemeth: -77 \times 66,⠇⠩⠤⠼⠶⠶⠈⠡⠼⠖⠖⠇⠱,Multiplication,Elementary
latex2nemeth: B \cap Y,⠇⠩⠠⠃⠨⠩⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: \sqrt-b 74 \sqrt-e,⠇⠩⠜⠶⠲⠻⠇⠱,Root,Elementary
latex2nemeth: \frac-b V + 2 \frac-separator 9 \frac-e,⠇⠩⠹⠠⠧⠬⠆⠌⠔⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: a\superscript-b 3 \superscript-e \geq 16,⠇⠩⠁⠘⠒⠐ ⠨⠂⠱ ⠼⠂⠖⠇⠱,Power Inequality,High
latex2nemeth: 61 + 76 + 96 + 2,⠇⠩⠼⠖⠂⠬⠼⠶⠖⠬⠼⠔⠖⠬⠼⠆⠇⠱,Addition Integers,Elementary
latex2nemeth: \frac-b a + 5 \frac-separator 10 \frac-e,⠇⠩⠹⠁⠬⠢⠌⠂⠴⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: b \times h \times p \times L,⠇⠩⠃⠈⠡⠓⠈⠡⠏⠈⠡⠠⠇⠇⠱,Multiplication Variables,Middle
"latex2nemeth: \int\subscript-b 2 \superscript-b 9 \superscript-e \sin x \, dy",⠇⠩⠮⠰⠆⠘⠔⠐⠎⠊⠝⠭⠀⠙⠽⠇⠱,Definite Integral,High
latex2nemeth: \arcsin(118\superscript-b \circ \superscript-e),⠇⠩⠁⠗⠉⠎⠊⠝⠷⠼⠂⠂⠦⠘⠨⠡⠐⠾⠇⠱,Trig,High
latex2nemeth: \sqrt-b 604 \sqrt-e,⠇⠩⠜⠖⠴⠲⠻⠇⠱,Square Root,Elementary
latex2nemeth: A \supseteq Y,⠇⠩⠠⠁ ⠸⠨⠂⠱ ⠠⠽⠇⠱,Set Notation,Middle
latex2nemeth: \psi,⠇⠩⠨⠽⠇⠱,Greek Letters,Middle
latex2nemeth: k \div d \div m \div f,⠇⠩⠅⠨⠌⠙⠨⠌⠍⠨⠌⠋⠇⠱,Division Variables,Middle
latex2nemeth: \frac-b 16 \frac-separator 73 \frac-e,⠇⠩⠹⠂⠖⠌⠶⠒⠼⠇⠱,Fraction,Elementary
latex2nemeth: \frac-b 1 \frac-separator 1 \frac-e \times \frac-b 2 \frac-separator 9 \frac-e \times \frac-b 6 \frac-separator 5 \frac-e \times \frac-b 1 \frac-separator 7 \frac-e,⠇⠩⠹⠂⠌⠂⠼⠈⠡⠹⠆⠌⠔⠼⠈⠡⠹⠖⠌⠢⠼⠈⠡⠹⠂⠌⠶⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: 2.34 \times 4.18 \times 7.44 \times 4.53,⠇⠩⠼⠆⠨⠒⠲⠈⠡⠼⠲⠨⠂⠦⠈⠡⠼⠶⠨⠲⠲⠈⠡⠼⠲⠨⠢⠒⠇⠱,Multi-Term Multiplication Decimals,Elementary
"latex2nemeth: \int\subscript-b 5 \superscript-b 9 \superscript-e 1/x \, dx",⠇⠩⠮⠰⠢⠘⠔⠐⠼⠂⠸⠌⠭⠀⠙⠭⠇⠱,Definite Integral,High
latex2nemeth: \frac-b N + 4 \frac-separator 3 \frac-e,⠇⠩⠹⠠⠝⠬⠲⠌⠒⠼⠇⠱,Fraction with Variable,Middle
latex2nemeth: -3094 \div 34,⠇⠩⠤⠼⠒⠴⠔⠲⠨⠌⠼⠒⠲⠇⠱,Division,Elementary
latex2nemeth: -27 \mixedfrac-b 7 \frac-separator 11 \mixedfrac-e,⠇⠩⠤⠼⠆⠶⠸⠹⠶⠌⠂⠂⠸⠼⠇⠱,Mixed fraction,Elementary
latex2nemeth: |78|,⠇⠩⠳⠶⠦⠳⠇⠱,Absolute Value,Elementary
latex2nemeth: k\subscript-b 189 \subscript-e,⠇⠩⠅⠰⠂⠦⠔⠐⠇⠱,Subscripts,Middle
latex2nemeth: -52\superscript-b 48 \superscript-e,⠇⠩⠤⠼⠢⠆⠘⠲⠦⠐⠇⠱,Exponential Equation,High
latex2nemeth: R \times v \times P \times R,⠇⠩⠠⠗⠈⠡⠧⠈⠡⠠⠏⠈⠡⠠⠗⠇⠱,Multiplication Variables,Middle
latex2nemeth: \frac-b T + 6 \frac-separator 10 \frac-e \leq 8,⠇⠩⠹⠠⠞⠬⠖⠌⠂⠴⠼ ⠐⠅⠱ ⠦⠇⠱,Fraction Inequality,High
latex2nemeth: -65M\superscript-b 3 \superscript-e + 61M\superscript-b 2 \superscript-e + -20M + -4,⠇⠩⠤⠼⠖⠢⠠⠍⠘⠒⠐⠬⠼⠖⠂⠠⠍⠘⠆⠐⠬⠤⠼⠆⠴⠠⠍⠬⠤⠼⠲⠇⠱,Cubic Equation,High
latex2nemeth: T \div L \div T \div X,⠇⠩⠠⠞⠨⠌⠠⠇⠨⠌⠠⠞⠨⠌⠠⠭⠇⠱,Division Variables,Middle
latex2nemeth: \epsilon,⠇⠩⠨⠑⠇⠱,Greek Letters,Middle
latex2nemeth: O\superscript-b 2 \superscript-e < 6,⠇⠩⠠⠕⠘⠆⠐ ⠐⠅ ⠼⠖⠇⠱,Power Inequality,High
latex2nemeth: 82 - -16,⠇⠩⠼⠦⠆⠤⠤⠼⠂⠖⠇⠱,Subtraction,Elementary
latex2nemeth: \frac-b J + 1 \frac-separator 2 \frac-e \leq 7,⠇⠩⠹⠠⠚⠬⠂⠌⠆⠼ ⠐⠅⠱ ⠶⠇⠱,Fraction Inequality,High
"latex2nemeth: \int\subscript-b \infty \superscript-b -1 \superscript-e x\superscript-b 2 \superscript-e \, dx",⠇⠩⠮⠰⠿⠘⠤⠂⠐⠭⠘⠆⠐⠙⠭⠇⠱,Improper Integral,High
latex2nemeth: \frac-b 2 \frac-separator 1 \frac-e \div \frac-b 5 \frac-separator 6 \frac-e \div \frac-b 4 \frac-separator 3 \frac-e \div \frac-b 2 \frac-separator 5 \frac-e,⠇⠩⠹⠆⠌⠂⠼⠨⠌⠹⠢⠌⠖⠼⠨⠌⠹⠲⠌⠒⠼⠨⠌⠹⠆⠌⠢⠼⠇⠱,Division Fractions,Middle
latex2nemeth: \sqrt-b 57 \sqrt-e,⠇⠩⠜⠢⠶⠻⠇⠱,Root,Elementary
latex2nemeth: \frac-b 3 \frac-separator 4 \frac-e \div \frac-b 5 \frac-separator 3 \frac-e \div \frac-b 1 \frac-separator 1 \frac-e \div \frac-b 1 \frac-separator 9 \frac-e,⠇⠩⠹⠒⠌⠲⠼⠨⠌⠹⠢⠌⠒⠼⠨⠌⠹⠂⠌⠂⠼⠨⠌⠹⠂⠌⠔⠼⠇⠱,Division Fractions,Middle
latex2nemeth: -53 - 64,⠇⠩⠤⠼⠢⠒⠤⠼⠖⠲⠇⠱,Subtraction,Elementary
latex2nemeth: 1.68 \div 1.16 \div 6.7 \div 3.44,⠇⠩⠼⠂⠨⠖⠦⠨⠌⠼⠂⠨⠂⠖⠨⠌⠼⠖⠨⠶⠨⠌⠼⠒⠨⠲⠲⠇⠱,Multi-Term Division Decimals,Elementary
latex2nemeth: 165,⠇⠩⠼⠂⠖⠢⠇⠱,Three Digits,Elementary
latex2nemeth: G \times F \times i \times c,⠇⠩⠠⠛⠈⠡⠠⠋⠈⠡⠊⠈⠡⠉⠇⠱,Multiplication Variables,Middle
latex2nemeth: .73,⠇⠩⠼⠨⠶⠒⠇⠱,Decimal starting with point,Elementary
latex2nemeth: \frac-b 2 \frac-separator 3 \frac-e \times \frac-b 1 \frac-separator 3 \frac-e \times \frac-b 9 \frac-separator 7 \frac-e \times \frac-b 1 \frac-separator 10 \frac-e,⠇⠩⠹⠆⠌⠒⠼⠈⠡⠹⠂⠌⠒⠼⠈⠡⠹⠔⠌⠶⠼⠈⠡⠹⠂⠌⠂⠴⠼⠇⠱,Multiplication Fractions,Middle
latex2nemeth: 98 + 64,⠇⠩⠼⠔⠦⠬⠼⠖⠲⠇⠱,Addition,Elementary
latex2nemeth: 5 \div 2 \div 7 \div 1,⠇⠩⠼⠢⠨⠌⠼⠆⠨⠌⠼⠶⠨⠌⠼⠂⠇⠱,Division Integers,Elementary
latex2nemeth: 7 \times 2 \times 5 \times 10,⠇⠩⠼⠶⠈⠡⠼⠆⠈⠡⠼⠢⠈⠡⠼⠂⠴⠇⠱,Multiplication Integers,Elementary
latex2nemeth: 4y\superscript-b 3 \superscript-e + -89y\superscript-b 2 \superscript-e + 61y + 13,⠇⠩⠼⠲⠽⠘⠒⠐⠬⠤⠼⠦⠔⠽⠘⠆⠐⠬⠼⠖⠂⠽⠬⠼⠂⠒⠇⠱,Cubic Equation,High
latex2nemeth: .11,⠇⠩⠼⠨⠂⠂⠇⠱,Decimal starting with point,Elementary
latex2nemeth: (J + 5)(J + 1) = 0,⠇⠩⠷⠠⠚⠬⠼⠢⠾⠷⠠⠚⠬⠼⠂⠾⠨⠨⠼⠴⠇⠱,Quadratic Factored Form,High
latex2nemeth: \varkappa,⠇⠩⠨⠈⠅⠇⠱,Greek Letters,Middle
latex2nemeth: \gamma,⠇⠩⠨⠛⠇⠱,Greek Letters,Middle
